"Alt","Year","Hatch_Date","Retention","Develop_Mod","Drift_Mod","anoxic_layer"
"1",1930,"1930-06-17",0.00973243218602539,"New",0.9,TRUE
"1",1930,"1930-06-24",0.0512630376237801,"New",0.9,TRUE
"1",1966,"1966-06-21",0.430636555569073,"New",0.9,TRUE
"1",1966,"1966-06-25",0.999424973783665,"New",0.9,TRUE
"1",1966,"1966-07-02",0.999999992227938,"New",0.9,TRUE
"1",1975,"1975-07-02",0.943576982593509,"New",0.9,TRUE
"1",1975,"1975-07-09",0.240964383462301,"New",0.9,TRUE
"1",1975,"1975-07-07",0.201698481377453,"New",0.9,TRUE
"1",1975,"1975-07-16",0.486429927596694,"New",0.9,TRUE
"1",1976,"1976-06-21",0.446280337429313,"New",0.9,TRUE
"1",1980,"1980-06-21",0.456511627435505,"New",0.9,TRUE
"1",1980,"1980-06-18",0.453242620922754,"New",0.9,TRUE
"1",1980,"1980-06-25",0.999999939127057,"New",0.9,TRUE
"1",1983,"1983-06-21",0.257249644028165,"New",0.9,TRUE
"1",1983,"1983-06-18",0.0686982201680047,"New",0.9,TRUE
"1",1983,"1983-06-23",0.814863495071366,"New",0.9,TRUE
"1",1983,"1983-06-25",0.994376286245347,"New",0.9,TRUE
"1",1985,"1985-06-21",0.0089474233244655,"New",0.9,TRUE
"1",1985,"1985-06-18",0.0109942824073907,"New",0.9,TRUE
"1",1985,"1985-06-25",0.365450686806955,"New",0.9,TRUE
"1",1986,"1986-06-14",0.999999980167405,"New",0.9,TRUE
"1",1986,"1986-06-10",0.475754406088067,"New",0.9,TRUE
"1",1986,"1986-06-17",0.999999999469728,"New",0.9,TRUE
"1",1987,"1987-06-21",0.96713038889775,"New",0.9,TRUE
"1",1987,"1987-06-10",0.521597747240784,"New",0.9,TRUE
"1",1987,"1987-06-15",0.652530234012055,"New",0.9,TRUE
"1",1987,"1987-06-17",0.798171635883525,"New",0.9,TRUE
"1",1987,"1987-06-18",0.79083025845612,"New",0.9,TRUE
